founded,industry,count
1599,luxury goods & jewelry,1
1599,government administration,1
1599,"leisure, travel & tourism",1
1600,executive office,1
1600,restaurants,3
1600,hospitality,1
1600,legal services,3
1600,marketing and advertising,1
1600,retail,1
1600,wine and spirits,1
1600,paper & forest products,1
1600,religious institutions,1
1600,financial services,1
1600,government administration,2
1600,package/freight delivery,1
1601,primary/secondary education,1
1601,food & beverages,1
1601,medical devices,1
1601,higher education,1
1602,higher education,1
1603,consumer goods,1
1604,higher education,1
1604,education management,1
1605,food & beverages,1
1605,wine and spirits,1
1605,farming,1
1605,construction,1
1605,philanthropy,1
1605,non-profit organization management,2
1605,"leisure, travel & tourism",1
1605,hospital & health care,1
1605,public policy,1
1606,legal services,1
1606,maritime,1
1606,education management,1
1606,food production,1
1607,government administration,1
1607,education management,2
1607,military,1
1607,higher education,1
1607,events services,1
1607,media production,1
1607,libraries,1
1607,wireless,1
1607,food production,1
1607,retail,1
1608,government administration,1
1608,hospitality,1
1608,primary/secondary education,1
1609,higher education,1
1609,government administration,1
1609,education management,1
1609,financial services,1
1609,government relations,1
1609,hospitality,1
1610,entertainment,2
1610,government administration,2
1610,luxury goods & jewelry,1
1610,higher education,1
1610,wine and spirits,2
1610,food production,1
1610,museums and institutions,1
1610,civic & social organization,1
1611,hospitality,1
1611,primary/secondary education,1
1611,education management,1
1611,"health, wellness and fitness",1
1611,law practice,1
1611,political organization,1
1611,museums and institutions,1
1611,construction,1
1612,government relations,1
1612,hospital & health care,1
1612,mining & metals,1
1612,government administration,2
1612,newspapers,1
1612,defense & space,1
1612,primary/secondary education,1
1612,cosmetics,1
1613,luxury goods & jewelry,1
1613,education management,1
1614,religious institutions,1
1614,hospital & health care,1
1614,education management,3
1614,higher education,2
1614,hospitality,2
1614,government administration,2
1614,research,1
1615,food & beverages,1
1615,events services,1
1615,cosmetics,1
1615,hospital & health care,1
1615,religious institutions,1
1615,higher education,1
1615,education management,1
1615,wine and spirits,1
1616,food & beverages,1
1616,real estate,2
1616,primary/secondary education,1
1616,events services,1
1617,"health, wellness and fitness",1
1617,religious institutions,1
1617,environmental services,1
1617,publishing,1
1617,government administration,1
1617,wine and spirits,1
1618,paper & forest products,1
1618,hospitality,2
1618,government administration,1
1619,religious institutions,2
1619,legal services,1
1619,education management,1
1619,government administration,1
1619,higher education,1
1620,primary/secondary education,1
1620,government administration,1
1620,luxury goods & jewelry,1
1620,higher education,1
1620,legal services,1
1620,hospitality,1
1620,individual & family services,1
1620,wine and spirits,3
1620,law enforcement,1
1620,logistics and supply chain,1
1621,accounting,1
1621,non-profit organization management,1
1621,higher education,1
1621,government administration,2
1621,hospital & health care,1
1622,legal services,1
1622,arts and crafts,1
1622,hospitality,1
1622,civic & social organization,1
1622,packaging and containers,1
1622,government administration,1
1623,higher education,1
1623,music,1
1623,packaging and containers,1
1623,paper & forest products,1
1623,museums and institutions,1
1623,government administration,2
1624,defense & space,1
1624,higher education,1
1624,primary/secondary education,2
1624,education management,1
1624,military,1
1625,hospitality,2
1625,electrical/electronic manufacturing,1
1625,food production,1
1625,government administration,2
1625,wine and spirits,1
1625,recreational facilities and services,1
1625,primary/secondary education,1
1626,government administration,1
1626,law enforcement,1
1626,military,1
1626,wine and spirits,2
1627,hospitality,1
1627,food & beverages,1
1627,food production,1
1627,wine and spirits,1
1628,food & beverages,1
1628,government administration,1
1628,religious institutions,3
1628,civic & social organization,2
1628,education management,1
1629,legal services,1
1629,education management,1
1629,public safety,1
1629,civic & social organization,1
1629,philanthropy,1
1630,food production,1
1630,government administration,2
1630,legal services,3
1630,wine and spirits,1
1630,religious institutions,1
1630,writing and editing,1
1631,education management,1
1631,primary/secondary education,1
1631,building materials,1
1631,food & beverages,1
1631,legal services,1
1632,museums and institutions,1
1632,government administration,1
1632,research,1
1632,wine and spirits,2
1632,higher education,1
1633,civic & social organization,1
1633,non-profit organization management,1
1633,biotechnology,1
1633,printing,1
1633,religious institutions,2
1634,government relations,1
1634,government administration,8
1634,public policy,1
1634,education management,1
1634,primary/secondary education,1
1634,food & beverages,1
1635,mining & metals,2
1635,government administration,3
1635,information technology and services,1
1635,higher education,2
1635,shipbuilding,1
1635,legal services,1
1635,education management,2
1635,construction,1
1636,education management,3
1636,legal services,1
1636,government administration,9
1636,research,1
1636,information technology and services,1
1636,international affairs,1
1636,higher education,1
1636,e-learning,1
1636,military,14
1636,food & beverages,2
1636,publishing,1
1636,logistics and supply chain,1
1636,graphic design,1
1637,education management,1
1637,paper & forest products,1
1637,wine and spirits,1
1637,mining & metals,1
1637,government administration,2
1637,e-learning,1
1637,banking,1
1637,music,1
1638,textiles,2
1638,museums and institutions,1
1638,libraries,1
1638,hospital & health care,1
1638,government relations,1
1638,civic & social organization,1
1638,law enforcement,2
1638,higher education,1
1638,logistics and supply chain,1
1639,education management,1
1639,law enforcement,2
1639,hospitality,1
1639,"health, wellness and fitness",1
1639,government administration,4
1639,hospital & health care,1
1639,non-profit organization management,1
1639,events services,1
1639,transportation/trucking/railroad,1
1640,research,1
1640,architecture & planning,1
1640,recreational facilities and services,1
1640,government administration,3
1640,religious institutions,2
1640,design,1
1640,"glass, ceramics & concrete",1
1640,hospitality,2
1640,law enforcement,1
1640,arts and crafts,1
1640,food production,1
1640,wine and spirits,1
1640,music,1
1641,hospitality,1
1641,legal services,1
1641,education management,3
1641,transportation/trucking/railroad,1
1641,"leisure, travel & tourism",1
1641,religious institutions,1
1641,restaurants,1
1641,government administration,2
1642,government relations,2
1642,primary/secondary education,1
1642,government administration,2
1643,libraries,1
1643,machinery,1
1643,real estate,1
1643,luxury goods & jewelry,1
1643,wine and spirits,1
1643,international affairs,1
1644,government administration,3
1644,hospitality,2
1645,hospitality,1
1645,food production,1
1645,non-profit organization management,1
1645,primary/secondary education,3
1646,transportation/trucking/railroad,1
1646,construction,1
1646,non-profit organization management,2
1646,government administration,1
1646,chemicals,1
1647,logistics and supply chain,1
1647,research,1
1647,government administration,1
1647,education management,3
1647,religious institutions,1
1647,higher education,3
1647,alternative medicine,1
1647,wine and spirits,1
1648,hospitality,1
1648,arts and crafts,1
1648,retail,1
1648,wine and spirits,1
1648,farming,1
1648,religious institutions,1
1648,utilities,1
1648,food & beverages,2
1648,consumer goods,1
1648,primary/secondary education,1
1648,luxury goods & jewelry,1
1649,hospitality,1
1649,public policy,1
1649,legal services,1
1649,real estate,1
1649,food & beverages,1
1649,consumer goods,1
1649,education management,1
1649,government administration,3
1650,hospitality,2
1650,farming,1
1650,government administration,1
1650,legal services,2
1650,non-profit organization management,1
1650,food & beverages,1
1650,food production,1
1650,retail,1
1650,religious institutions,3
1650,marketing and advertising,1
1650,events services,1
1650,construction,1
1650,law enforcement,1
1650,utilities,1
1651,food production,1
1651,government administration,2
1651,hospitality,1
1651,civic & social organization,1
1651,international trade and development,1
1652,events services,1
1652,religious institutions,1
1652,recreational facilities and services,1
1652,apparel & fashion,1
1652,mining & metals,1
